# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,
# Tue Jan 31 08:42:23 2023,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
# User preference: *,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,,
# COLUMN hostname:       Host Name,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]),,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au],,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au],,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag,,,,,,,,,,,,,,,,,,,
# COLUMN pl_rade:        Planet Radius [Earth Radius],,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius],,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius],,,,,,,,,,,,,,,,,,,
# COLUMN pl_radelim:     Planet Radius Limit Flag,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masse:       Planet Mass [Earth Mass],,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,frac1,frac2
WASP-114 b,WASP-114,1.5487743,0.0000012,-0.00000091,0,0.02851,0.00039,-0.00039,0,15.009,0.717,-0.717,0,562.24127,20.34112,-20.34112,0,0.047771337,0.047771337
HAT-P-49 b,HAT-P-49,2.691548,0.000006,-0.000006,0,0.04378,0.00048,-0.00049,0,15.838,1.457,-0.863,0,562.5591,69.9226,-69.9226,0,0.091993939,0.054489203
K2-34 b,K2-34,2.995654,0.000018,-0.000018,0,0.0445,0.001,-0.0011,0,16.141,1.793,-1.793,0,563.51259,27.33338,-27.33338,0,0.111083576,0.111083576
HAT-P-7 b,HAT-P-7,2.204737,0.000017,-0.000017,0,0.0377,0.0005,-0.0005,0,15.043,0.762,-0.762,0,564.442,24.472,-24.472,0,0.05065479,0.05065479
HAT-P-7 b,HAT-P-7,2.2047304,0.0000024,-0.0000024,0,0.032,0.0033,-0.0013,0,15.278,2.186,-0.975,0,564.442,24.472,-15.573,0,0.143081555,0.063817254
TrES-5 b,TrES-5,1.4822446,0.0000007,-0.0000007,0,0.02446,0.00068,-0.00068,0,13.552,0.235,-0.235,0,565.078,20.022,-20.022,0,0.017340614,0.017340614
XO-4 b,XO-4,4.1250828,0.000004,-0.000004,0,,,,,14.91,0.56,-0.56,0,565.71,25.43,-25.43,0,0.037558685,0.037558685
WASP-43 b,WASP-43,0.813475,0.000001,-0.000001,0,0.0142,0.0004,-0.0004,0,10.424,0.785,-1.009,0,565.714,31.782,-31.782,0,0.075306984,0.096795856
HAT-P-7 b,HAT-P-7,2.2047354,0.0000001,-0.0000001,0,0.0355,0.0045,-0.0021,0,15.906,1.995,-0.953,0,566.05523,25.74423,-17.79848,0,0.125424368,0.059914498
TrES-5 b,TrES-5,1.48224686,0.00000614,-0.00000614,0,0.02459,0.0007,-0.0007,0,13.384,0.168,-0.168,0,568.9157,21.61244,-21.61244,0,0.012552301,0.012552301
TrES-5 b,TrES-5,1.4822446,0.0000007,-0.0000007,0,0.02452,0.00021,-0.00022,0,13.552,0.235,-0.235,0,568.9157,22.56593,-22.2481,0,0.017340614,0.017340614
HAT-P-7 b,HAT-P-7,2.2047304,0.0000024,-0.0000024,0,0.03805,0.00036,-0.00036,0,16.421,0.179,-0.179,0,571.77617,12.7132,-12.7132,0,0.010900676,0.010900676
WASP-37 b,WASP-37,3.577469,0.000011,-0.000011,0,0.0446,0.0019,-0.0019,0,13.002,0.785,-0.673,0,572.07,54.029,-54.029,0,0.060375327,0.051761267
WASP-105 b,WASP-105,7.87288,0.00001,-0.00001,0,0.075,0.003,-0.003,0,10.761,0.336,-0.336,0,572.094,31.783,-31.783,0,0.031223864,0.031223864
TrES-3 b,TrES-3,1.30618648,0.00000007,-0.00000007,0,0.02284,0.00024,-0.00037,0,14.975,0.347,-0.415,0,572.41183,24.79074,-26.37989,0,0.023171953,0.027712855
TrES-5 b,TrES-5,1.48224754,0.00000017,-0.00000017,0,0.0245,0.00022,-0.00022,0,13.484,0.235,-0.224,0,573.36532,24.15508,-24.15508,0,0.017428063,0.016612281
HAT-P-7 b,HAT-P-7,2.204737,0.000017,-0.000017,0,0.03813,0.00036,-0.00036,0,16.926,0.224,-0.224,0,574.00098,11.44188,-11.44188,0,0.013234078,0.013234078
HAT-P-36 b,HAT-P-36,1.327347,0.000003,-0.000003,0,0.0238,0.0004,-0.0004,0,14.168,0.796,-0.796,0,582.24,31.464,-31.464,0,0.056182947,0.056182947
Kepler-117 c,Kepler-117,50.790391,0.000014,-0.000014,0,0.2804,0.0092,-0.0028,0,12.341,0.392,-0.392,0,584.78,57.21,-57.21,0,0.031764039,0.031764039
HAT-P-36 b,HAT-P-36,1.32734683,0.00000048,-0.00000048,0,0.0241,0.00047,-0.00047,0,14.314,0.224,-0.224,0,587.41341,27.65121,-27.65121,0,0.015649015,0.015649015
K2-114 b,K2-114,11.39109,0.00018,-0.00017,0,0.09309,0.00066,-0.00059,0,10.559,0.359,-0.224,0,587.9855,73.1009,-69.9226,0,0.033999432,0.02121413
HAT-P-36 b,HAT-P-36,1.327347,0.000003,-0.000003,0,0.02382,0.00038,-0.00039,0,14.168,0.796,-0.796,0,587.9855,31.783,-31.783,0,0.056182947,0.056182947
HAT-P-36 b,HAT-P-36,1.32734683,0.00000048,-0.00000048,0,0.02388,0.00032,-0.00032,0,14.617,0.28,-0.28,0,588.62116,30.19385,-30.19385,0,0.019155778,0.019155778
HATS-1 b,HATS-1,3.446459,0.000004,-0.000004,0,0.0444,0.0008,-0.0008,0,14.594,1.816,-1.098,0,589.55,83.268,-62.292,0,0.124434699,0.075236399
WASP-163 b,WASP-163,1.6096884,0.0000015,-0.0000015,0,0.0266,0.0014,-0.0014,0,13.473,1.087,-1.087,0,594.3421,66.7443,-66.7443,0,0.080679878,0.080679878
WASP-73 b,WASP-73,4.08722,0.00022,-0.00022,0,0.05517,0.00068,-0.00069,0,13.002,1.345,-0.897,0,597.20257,19.38763,-19.70546,0,0.103445624,0.068989386
WASP-73 b,WASP-73,4.08722,0.00022,-0.00022,0,0.05512,0.0006,-0.00053,0,13.002,1.345,-0.897,0,597.5,22.25,-19.07,0,0.103445624,0.068989386
HATS-42 b,HATS-42,2.292102,0.0000021,-0.0000021,0,0.03689,0.00065,-0.00065,0,15.693,2.802,-1.569,0,597.5204,47.6745,-47.6745,0,0.178550946,0.099980883
Qatar-7 b,Qatar-7,2.032046,0.0000097,-0.000014,0,0.0352,0.0002,-0.0002,0,19.055,0.336,-0.336,0,597.5204,79.4575,-79.4575,0,0.017633167,0.017633167
WASP-3 b,WASP-3,1.8468351,0.0000004,-0.0000004,0,0.03182,0.0008,-0.00085,0,15.872,0.527,-0.527,0,600.6987,38.1396,-38.1396,0,0.033203125,0.033203125
TrES-3 b,TrES-3,1.306187,0.00000072,-0.00000072,0,0.02276,0.00016,-0.00016,0,14.684,0.224,-0.224,0,603.55917,20.02329,-20.02329,0,0.015254699,0.015254699
WASP-46 b,WASP-46,1.43037,0.0000023,-0.0000023,0,0.02334,0.00061,-0.00065,0,13.159,0.37,-0.37,0,603.877,34.9613,-34.9613,0,0.028117638,0.028117638
WASP-135 b,WASP-135,1.4013794,0.0000008,-0.0000008,0,0.0243,0.0005,-0.0005,0,14.572,1.009,-1.009,0,603.877,25.4264,-25.4264,0,0.069242383,0.069242383
HAT-P-56 b,HAT-P-56,2.7908327,0.0000047,-0.0000047,0,0.04232,0.00038,-0.00041,0,16.432,0.448,-0.448,0,603.877,69.9226,-88.9924,0,0.027263875,0.027263875
WASP-106 b,WASP-106,9.289715,0.00001,-0.00001,0,0.0917,0.0014,-0.0014,0,12.162,0.516,-0.314,0,606.73747,25.10857,-25.10857,0,0.042427232,0.025818122
TrES-3 b,TrES-3,1.30618608,0.00000038,-0.00000038,0,,,,,14.796,0.639,-0.639,0,607.03,23.836,-25.425,0,0.043187348,0.043187348
TrES-3 b,TrES-3,1.30618581,,,0,0.02282,0.00023,-0.0004,0,14.975,0.347,-0.415,0,607.03,23.836,-25.425,0,0.023171953,0.027712855
WASP-46 b,WASP-46,1.43036763,0.00000093,-0.00000093,0,0.02335,0.00072,-0.00072,0,13.159,0.415,-0.415,0,607.0553,41.3179,-41.3179,0,0.031537351,0.031537351
TrES-3 b,TrES-3,1.3061864,0.0000005,-0.0000005,0,0.02283,0.00017,-0.0003,0,14.628,0.314,-0.303,0,607.0553,20.02329,-24.15508,0,0.021465682,0.0207137
TrES-3 b,TrES-3,1.30619,0.00001,-0.00001,0,0.0226,0.0013,-0.0013,0,14.516,0.908,-0.908,0,610.2336,73.1009,-73.1009,0,0.062551667,0.062551667
WASP-106 b,WASP-106,9.289715,0.00001,-0.00001,0,0.0917,0.0014,-0.0014,0,12.162,0.516,-0.314,0,611.797,24.154,-24.154,0,0.042427232,0.025818122
HAT-P-36 b,HAT-P-36,1.3273466,0.00000033,-0.00000033,0,0.02402,0.00036,-0.00035,0,15.211,0.392,-0.381,0,611.82275,27.01555,-25.74423,0,0.025770824,0.025047663
KOI-3680 b,KOI-3680,141.241671,0.000086,-0.000086,0,0.534,0.012,-0.03,0,11.097,0.673,-0.785,0,613.4119,60.3877,-66.7443,0,0.060647022,0.07073984
TrES-3 b,TrES-3,1.30619,,,0,0.02272,0.00017,-0.00026,0,14.706,0.37,-0.46,0,615.95454,19.70546,-20.02329,0,0.025159799,0.03127975
HAT-P-15 b,HAT-P-15,10.8635,0.000027,-0.000027,0,,,,,11.882,0.785,-0.785,0,616.5902,95.349,-95.349,0,0.066066319,0.066066319
KELT-3 b,KELT-3,2.70339,0.00001,-0.00001,0,,,,,17.486,1.233,-1.233,0,616.5902,104.8839,-104.8839,0,0.070513554,0.070513554
TIC 237913194 b,TIC 237913194,15.168865,0.000018,-0.000018,0,0.1207,0.0037,-0.0037,0,12.52,0.605,-0.527,0,617.22586,29.24036,-28.92253,0,0.048322684,0.042092652
HAT-P-15 b,HAT-P-15,10.863502,0.000027,-0.000027,0,0.0964,0.0014,-0.0014,0,12.016,0.482,-0.482,0,618.471,20.976,-20.976,0,0.040113182,0.040113182
HAT-P-15 b,HAT-P-15,10.863502,0.000037,-0.000037,0,0.0965,0.0013,-0.0014,0,12.016,0.482,-0.482,0,619.45067,25.4264,-24.79074,0,0.040113182,0.040113182
HAT-P-23 b,HAT-P-23,1.21288287,0.00000017,-0.00000017,0,0.0232,0.00024,-0.00024,0,15.334,1.009,-1.009,0,626.1251,38.1396,-38.1396,0,0.065801487,0.065801487
HATS-18 b,HATS-18,0.83784,0.00000047,-0.00000047,0,0.0174,0.00098,-0.00098,0,14.897,0.841,-0.841,0,629.14449,24.15508,-24.15508,0,0.05645432,0.05645432
HATS-18 b,HATS-18,0.8378434,0.00000047,-0.00000047,0,0.01761,0.00027,-0.00027,0,14.986,1.143,-0.549,0,629.3034,24.47291,-24.47291,0,0.076271186,0.036634192
WASP-3 b,WASP-3,1.8468355,0.0000007,-0.0000007,0,0.0315,0.0003,-0.0003,0,15.693,0.336,-0.336,0,629.3034,19.0698,-19.0698,0,0.02141082,0.02141082
WASP-189 b,WASP-189,2.724033,,,0,0.05053,0.00098,-0.00098,0,18.147,0.235,-0.235,0,632.47853,50.85255,-44.49598,0,0.012949799,0.012949799
WASP-43 b,WASP-43,0.81347398,0.00000004,-0.00000004,0,0.01504,0.00029,-0.00029,0,11.276,0.191,-0.191,0,635.02434,25.10857,-25.10857,0,0.016938631,0.016938631
Kepler-76 b,Kepler-76,1.54492875,0.00000027,-0.00000027,0,,,,,14.01,0.9,-0.9,0,635.63,82.63,-82.63,0,0.064239829,0.064239829
Kepler-76 b,Kepler-76,1.5449287,0.00000027,-0.00000027,0,0.0278,0.0015,-0.0016,0,14.011,0.897,-0.897,0,635.66,85.8141,-82.6358,0,0.064021126,0.064021126
K2-114 b,K2-114,11.3909311,0.0000034,-0.0000034,0,0.0943,0.0014,-0.0012,0,10.447,0.347,-0.347,0,638.8351,38.13941,-38.13941,0,0.033215277,0.033215277
Kepler-76 b,Kepler-76,1.5449298,0.0000004,-0.0000004,0,0.0274,0.002,-0.0019,0,15.244,1.345,-1.345,0,638.8383,117.5971,-111.2405,0,0.088231435,0.088231435
WASP-100 b,WASP-100,2.849375,0.000008,-0.000008,0,0.04574,0.00093,-0.001,0,18.943,3.251,-3.251,0,638.8383,38.1396,-34.9613,0,0.171620124,0.171620124
WASP-12 b,WASP-12,1.09142119,0.00000021,-0.00000021,0,0.0235,0.0011,-0.0011,0,20.849,1.009,-1.009,0,638.8383,44.4962,-44.4962,0,0.048395607,0.048395607
Kepler-30 c,Kepler-30,60.323105,0.000244,-0.000244,0,0.3,,,0,12.3,0.4,-0.4,0,640,50,-50,0,0.032520325,0.032520325
WASP-100 b,WASP-100,2.849375,0.000008,-0.000008,0,0.0457,0.001,-0.001,0,18.94,3.25,-3.25,0,645.17,38.14,-38.14,0,0.171594509,0.171594509
WASP-3 b,WASP-3,1.8468373,0.0000014,-0.0000014,0,0.03185,0.00088,-0.00088,0,15.872,0.538,-0.538,0,645.1949,38.1396,-38.1396,0,0.033896169,0.033896169
WASP-100 b,WASP-100,2.849375,0.000008,-0.000008,0,,,,,18.943,3.251,-3.251,0,645.1949,38.1396,-38.1396,0,0.171620124,0.171620124
Kepler-5 b,Kepler-5,3.548469,0.000015,-0.000015,0,0.04967,0.00053,-0.00047,0,13.563,0.392,-0.336,0,648.3732,15.25584,-13.03103,0,0.02890216,0.02477328
WASP-43 b,WASP-43,0.81347437,0.00000013,-0.00000013,0,0.01528,0.00017,-0.00018,0,11.613,0.213,-0.213,0,651.5515,15.8915,-16.52716,0,0.018341514,0.018341514
WASP-61 b,WASP-61,3.8559,0.000003,-0.000003,0,0.05146,0.00097,-0.00099,0,13.899,0.336,-0.336,0,651.5515,57.2094,-54.0311,0,0.024174401,0.024174401
WASP-61 b,WASP-61,3.8559,0.000003,-0.000003,0,0.0514,0.0009,-0.0009,0,13.899,0.336,-0.336,0,654.702,54.029,-54.029,0,0.024174401,0.024174401
WASP-61 b,WASP-61,3.855898,0.000003,-0.000003,0,0.0521,0.0008,-0.0008,0,13.563,0.336,-0.336,0,654.7298,50.8528,-50.8528,0,0.02477328,0.02477328
WASP-3 b,WASP-3,1.846835,0.000002,-0.000002,0,0.03187,0.00088,-0.00088,0,16.298,0.93,-0.93,0,654.7298,41.3179,-41.3179,0,0.057062216,0.057062216
Kepler-40 b,Kepler-40,6.8731697,0.0000096,-0.0000096,0,0.0804,0.0031,-0.0035,0,16.141,1.233,-1.233,0,657.9081,104.8839,-104.8839,0,0.076389319,0.076389319
HAT-P-23 b,HAT-P-23,1.21288287,0.00000017,-0.00000017,0,0.02302,0.00032,-0.00032,0,13.72,0.41,-0.41,0,658,38,-38,0,0.029883382,0.029883382
HAT-P-23 b,HAT-P-23,1.212884,0.000002,-0.000002,0,0.0232,0.0002,-0.0002,0,15.334,1.009,-1.009,0,664.237,35.278,-35.278,0,0.065801487,0.065801487
WASP-33 b,WASP-33,1.21987,0.000001,-0.000001,0,0.0239,0.00063,-0.00063,0,17.856,0.829,-0.829,0,665.21819,44.17837,-44.17837,0,0.046426971,0.046426971
WASP-46 b,WASP-46,1.43037,0.0000023,-0.0000023,0,0.02448,0.00028,-0.00028,0,14.684,0.572,-0.572,0,667.733,23.201,-23.201,0,0.038953963,0.038953963
Kepler-5 b,Kepler-5,3.5484657,0.0000007,-0.0000007,0,0.0538,0.0015,-0.0021,0,15.984,0.404,-0.572,0,670.93913,21.29461,-27.33338,0,0.025275275,0.035785786
Kepler-5 b,Kepler-5,3.54846,0.000032,-0.000032,0,0.05064,0.0007,-0.0007,0,16.04,0.46,-0.583,0,671.864,17.798,-18.751,0,0.028678304,0.036346633
Kepler-40 b,Kepler-40,6.87349,0.00064,-0.00064,0,0.0795,0.0027,-0.0027,0,14.235,1.906,-1.906,0,673.7996,114.4188,-114.4188,0,0.133895328,0.133895328
Kepler-5 b,Kepler-5,3.5484625,0.000001,-0.000001,0,0.05071,0.00051,-0.00064,0,16.04,0.527,-0.527,0,675.70658,30.19385,-29.55819,0,0.032855362,0.032855362
WASP-164 b,WASP-164,1.7771255,0.0000028,-0.0000028,0,0.02818,0.00065,-0.00072,0,12.644,0.46,-0.482,0,676.9779,38.1396,-41.3179,0,0.036380892,0.038120848
WASP-8 b,WASP-8,8.158715,0.000016,-0.000016,0,0.0801,0.0015,-0.0015,0,11.635,0.078,-0.527,0,677.61356,25.4264,-25.74423,0,0.006703911,0.04529437
WASP-53 b,WASP-53,3.3098443,0.000002,-0.000002,0,0.04101,0.00083,-0.00091,0,12.038,0.415,-0.415,0,677.61356,29.24036,-29.87602,0,0.034474165,0.034474165
HAT-P-22 b,HAT-P-22,3.21222,0.000009,-0.000009,0,0.0414,0.0005,-0.0005,0,12.106,0.65,-0.65,0,682.352,19.387,-19.387,0,0.053692384,0.053692384
HAT-P-22 b,HAT-P-22,3.2122312,0.0000012,-0.0000012,0,0.0414,0.0005,-0.0005,0,12.106,0.65,-0.65,0,682.69884,19.70546,-19.70546,0,0.053692384,0.053692384
NGTS-10 b,NGTS-10,0.7668944,0.0000003,-0.0000003,0,0.0143,0.001,-0.001,0,13.507,1.311,-0.93,0,687.14846,29.24036,-34.00781,0,0.097060783,0.068853187
HATS-15 b,HATS-15,1.74748753,0.00000094,-0.00000094,0,0.02712,0.00023,-0.00023,0,12.386,0.448,-0.448,0,689.6911,47.6745,-47.6745,0,0.036169869,0.036169869
HAT-P-22 b,HAT-P-22,3.21222,0.000009,-0.000009,0,0.04142,0.00053,-0.00054,0,12.106,0.65,-0.65,0,690.32676,17.48065,-17.79848,0,0.053692384,0.053692384
WASP-87 b,WASP-87,1.682795,0.0000019,-0.0000019,0,0.02946,0.00075,-0.00075,0,15.524,0.673,-0.673,0,692.8694,47.6745,-47.6745,0,0.043352229,0.043352229
HAT-P-56 b,HAT-P-56,2.7908327,0.0000047,-0.0000047,0,0.0423,0.00039,-0.00039,0,16.432,0.448,-0.448,0,692.8694,79.4575,-79.4575,0,0.027263875,0.027263875
HAT-P-22 b,HAT-P-22,3.21223328,0.00000058,-0.00000058,0,0.04171,0.00065,-0.00065,0,11.882,0.829,-0.829,0,696.68336,24.47291,-24.47291,0,0.069769399,0.069769399
Kepler-40 b,Kepler-40,6.87349,0.00064,-0.00064,0,0.08,0.003,-0.003,0,13.11,0.45,-0.45,0,699.2,127.1,-127.1,0,0.034324943,0.034324943
WASP-71 b,WASP-71,2.9036747,0.0000068,-0.0000068,0,0.04622,0.00068,-0.00069,0,16.365,1.457,-1.457,0,706.21826,24.79074,-24.79074,0,0.08903147,0.08903147
HAT-P-14 b,HAT-P-14,4.627669,0.000005,-0.000005,0,0.0606,0.0007,-0.0007,0,12.89,0.583,-0.583,0,709.367,18.751,-18.751,0,0.04522886,0.04522886
HAT-P-14 b,HAT-P-14,4.627669,0.000005,-0.000005,0,,,,,12.801,0.37,-0.37,0,709.39656,18.43414,-18.43414,0,0.028903992,0.028903992
HATS-52 b,HATS-52,1.36665436,0.00000094,-0.00000094,0,0.02498,0.0004,-0.0004,0,15.491,0.964,-0.964,0,711.9392,47.6745,-47.6745,0,0.062229682,0.062229682
WASP-71 b,WASP-71,2.9036747,0.0000068,-0.0000068,0,0.04619,0.00069,-0.00069,0,16.37,1.46,-1.46,0,712.545,25.425,-25.425,0,0.089187538,0.089187538
WASP-8 b,WASP-8,8.158715,0.000016,-0.000015,0,0.0801,0.0014,-0.0016,0,11.635,0.078,-0.053,0,713.18,25.108,-29.557,0,0.006703911,0.004555221
CoRoT-21 b,CoRoT-21,2.72474,0.00014,-0.00014,0,0.0417,0.0011,-0.0011,0,14.572,1.569,-1.569,0,718.2958,98.5273,-98.5273,0,0.107672248,0.107672248
HATS-24 b,HATS-24,1.3484978,0.0000009,-0.0000009,0,0.0238,0.001,-0.001,0,15.637,0.639,-0.639,0,718.2958,54.0311,-54.0311,0,0.040864616,0.040864616
TOI-3331 A b,TOI-3331 A,2.0180231,0.0000043,-0.0000044,0,0.03144,0.00048,-0.00055,0,12.98,0.482,-0.482,0,721.47048,50.85255,-50.85255,0,0.037134052,0.037134052
HAT-P-14 b,HAT-P-14,4.6276691,0.000005,-0.000005,0,0.06108,0.00078,-0.00078,0,13.664,0.661,-0.661,0,721.79193,26.37989,-26.37989,0,0.048375293,0.048375293
HAT-P-14 b,HAT-P-14,4.627649,0.000008,-0.000008,0,0.0596,0.0005,-0.0005,0,13.451,1.681,-1.681,0,724.6524,22.2481,-22.2481,0,0.124972121,0.124972121
WASP-36 b,WASP-36,1.53736423,0.00000057,-0.00000057,0,0.02643,0.00026,-0.00026,0,14.359,0.291,-0.291,0,726.55938,20.97678,-20.97678,0,0.020266035,0.020266035
WASP-77 A b,WASP-77 A,1.36003,0.000002,-0.000002,0,,,,,15.468,1.009,-1.009,0,727.8307,104.8839,-104.8839,0,0.065231446,0.065231446
WASP-36 b,WASP-36,1.5373639,0.0000014,-0.0000014,0,0.02641,0.00026,-0.00026,0,14.908,0.336,-0.325,0,729.41985,18.43414,-18.43414,0,0.022538235,0.021800376
WASP-36 b,WASP-36,1.5373653,0.0000026,-0.0000026,0,0.02643,0.00025,-0.00027,0,14.359,0.325,-0.325,0,729.73768,21.61244,-21.29461,0,0.022633888,0.022633888
TOI-1820 b,TOI-1820,4.860674,0.000005,-0.000005,0,0.061,0.003,-0.003,0,12.778,0.224,-0.224,0,731.00534,63.56568,-63.56568,0,0.01753013,0.01753013
TOI-2046 b,TOI-2046,1.4971842,0.0000031,-0.0000033,0,,,,,16.141,1.233,-1.233,0,731.00534,88.99195,-88.99195,0,0.076389319,0.076389319
WASP-192 b,WASP-192,2.8786765,0.0000028,-0.0000028,0,0.0408,0.0008,-0.0008,0,13.787,0.897,-0.897,0,731.009,50.8528,-50.8528,0,0.06506129,0.06506129
WASP-36 b,WASP-36,1.5373653,0.0000026,-0.0000026,0,0.02643,0.00026,-0.00026,0,14.359,0.325,-0.325,0,731.932,21.612,-21.612,0,0.022633888,0.022633888
HAT-P-14 b,HAT-P-14,4.627682,0.000003,-0.000003,0,0.06062,0.00065,-0.00067,0,12.89,0.583,-0.583,0,731.96249,17.16282,-17.16282,0,0.04522886,0.04522886
HAT-P-56 b,HAT-P-56,2.79083,0.000005,-0.000005,0,,,,,16.926,1.233,-1.233,0,734.1873,139.8452,-139.8452,0,0.072846508,0.072846508
WASP-66 b,WASP-66,4.086052,0.000007,-0.000007,0,0.0546,0.0009,-0.0009,0,15.581,1.009,-1.009,0,737.335,41.316,-41.316,0,0.06475836,0.06475836
WASP-66 b,WASP-66,4.086052,0.000007,-0.000007,0,0.0546,0.0009,-0.0009,0,15.581,1.009,-1.009,0,737.3656,41.3179,-41.3179,0,0.06475836,0.06475836
CoRoT-11 b,CoRoT-11,2.99433,0.000011,-0.000011,0,0.0436,0.005,-0.005,0,16.03,0.34,-0.34,0,740.51,108.06,-108.06,0,0.021210231,0.021210231
Kepler-17 b,Kepler-17,1.4857108,0.0000002,-0.0000002,0,0.02605,0.00041,-0.00134,0,14.684,0.269,-0.762,0,743.7222,28.28687,-77.86835,0,0.018319259,0.051893217
CoRoT-11 b,CoRoT-11,2.99433,0.000011,-0.000011,0,0.044,0.0016,-0.0016,0,15.984,0.65,-0.65,0,743.7222,123.9537,-123.9537,0,0.040665666,0.040665666
NGTS-21 b,NGTS-21,1.5433897,0.0000016,-0.0000016,0,0.0236,0.0005,-0.0005,0,14.908,0.336,-0.336,0,750.07504,66.74397,-66.74397,0,0.022538235,0.022538235
WASP-36 b,WASP-36,1.53736596,0.00000024,-0.00000024,0,0.02677,0.00028,-0.00028,0,14.874,0.235,-0.235,0,750.39663,22.2481,-22.2481,0,0.015799381,0.015799381
WASP-66 b,WASP-66,4.086052,0.000007,-0.000007,0,0.05461,0.00099,-0.00096,0,15.581,1.009,-1.009,0,753.2571,44.4962,-44.4962,0,0.06475836,0.06475836
TOI-1333 b,TOI-1333,4.720219,0.000011,-0.000011,0,0.0626,0.0011,-0.0012,0,15.648,0.628,-0.605,0,753.2571,76.2792,-76.2792,0,0.040132924,0.038663088
HATS-12 b,HATS-12,3.142833,0.000011,-0.000011,0,0.04795,0.00077,-0.00077,0,15.132,1.906,-1.906,0,756.4354,34.9613,-34.9613,0,0.125958234,0.125958234
HATS-12 b,HATS-12,3.1428347,0.0000022,-0.0000022,0,,,,,15.513,0.661,-0.661,0,759.6137,27.65121,-27.65121,0,0.042609424,0.042609424
CoRoT-17 b,CoRoT-17,3.7681,0.0003,-0.0003,0,0.0481,0.0015,-0.0016,0,11.433,0.785,-0.785,0,765.9703,85.8141,-82.6358,0,0.068660894,0.068660894
CoRoT-17 b,CoRoT-17,3.7681,0.0003,-0.0003,0,0.0461,0.0008,-0.0008,0,11.43,0.78,-0.78,0,772.29,95.34,-95.34,0,0.06824147,0.06824147
WASP-99 b,WASP-99,5.75251,0.00004,-0.00004,0,,,,,11.433,0.673,-0.673,0,772.3269,117.5971,-117.5971,0,0.05886469,0.05886469
HATS-24 b,HATS-24,1.3484954,0.0000013,-0.0000013,0,0.02547,0.00023,-0.00023,0,16.668,0.874,-0.605,0,775.5052,57.2094,-57.2094,0,0.052435805,0.036297096
Kepler-17 b,Kepler-17,1.4857108,0.0000002,-0.0000002,0,0.02591,0.00037,-0.00036,0,14.68,0.22,-0.22,0,778.65,34.96,-34.96,0,0.014986376,0.014986376
Qatar-2 b,Qatar-2,1.33711677,0.0000001,-0.0000001,0,0.02136,0.00024,-0.00024,0,12.498,0.146,-0.146,0,783.76878,19.70546,-19.70546,0,0.011681869,0.011681869
HAT-P-22 b,HAT-P-22,3.21222,0.000009,-0.000009,0,,,,,12.89,2.13,-2.13,0,785.0401,101.7056,-101.7056,0,0.165244375,0.165244375
Qatar-2 b,Qatar-2,1.33711647,0.00000026,-0.00000026,0,0.02153,0.0002,-0.00019,0,14.056,0.135,-0.135,0,785.0401,16.52716,-16.52716,0,0.009604439,0.009604439
Kepler-17 b,Kepler-17,1.48571091,0.00000021,-0.00000021,0,0.0268,0.00046,-0.00048,0,14.908,0.448,-0.448,0,785.0401,38.1396,-34.9613,0,0.030050979,0.030050979
